excel_row_number,orgname,filiing_period,filling_fee,late_returns,penalty_paid,outstanding_penalty,financial_year_ending_month,form_14,audit_report,requests_waiver_etc,date_received,received_by,filed_for_action_by_registry,date_filed_by_registry_for_action,designate_by_pco,date_assigned,review_acknowledgement,date_acknoledged_notice_sent,end_of_notice_period,notice_countdown
3005,CENTRE FOR ADVOCACY AND GENDER EQUITY,2024,2000,,,,December,1,,,2025-07-09 13:03:38.767000,Esther Leting,,,,,,,,
3006,CENTRE FOR ENHANCING DEMOCRACY AND GOOD GOVERNANCE ,2024,2000,,,,December,1,1,,2025-07-09 13:05:08.435000,Esther Leting,,,,,,,,
3007,MARY MOTHER OF MERCYCHILDREN FOUNDATION ,2024,2000,,,,December,1,,,2025-07-09 13:57:30.325000,Esther Leting,,,,,,,,
3008,GRASSROOTS GREENWISH TRANSFORMATION ,2024,2000,,,,December,1,,,2025-07-09 14:02:46.405000,Esther Leting,,,,,,,,
3009,LOCAL COMMUNITY STRATEGY DEVELOPMENT INITIATIVE ,2024,2000,,,,December,1,,,2025-07-09 14:04:31.130000,Esther Leting,,,,,,,,
3010,BORESHA JAMII INITIATIVE FOR TRANSFORMATION ,2024,2000,,,,December,,,,2025-07-09 14:11:56.841000,Esther Leting,,,,,,,,
3011,TINADA YOUTH ACTION AFRICA ,2024,2000,,,,December,1,1,,2025-07-09 14:23:42.762000,Esther Leting,,,,,,,,
3012,TURKANA LITERACY & DEVELOPMENT BUREAU,2024,2000,,,,March,1,,,2025-07-09 14:25:55.659000,Esther Leting,,,,,,,,
3013,CONSORTIUM OF DISABLED PERSONS ORGANIZATION IN KENYA,2024,2000,,,,December,1,1,,2025-07-09 14:27:12.962000,Esther Leting,,,,,,,,
3014,ORGANIZATION FOR WOMEN IN SCIENCE FOR THE DEVELOPING WORLD -KENYA ,2024,2000,,,,December,1,,,2025-07-09 14:30:36.955000,Esther Leting,,,,,,,,
3015,OING NOUVELLE PERSPECTIVE ,2024,2000,,,,December,1,,,2025-07-09 14:44:33.160000,Esther Leting,,,,,,,,
3016,ARTIFICIAL INTELLIGENCE ALLIANCE IN AGRICULTURE ,2024,2000,,,,June,1,,,2025-07-09 14:45:45.937000,Esther Leting,,,,,,,,
3017,DAYS FOR GIRLS KENYA ,,,,,,,,,,2025-07-09 14:46:40.851000,Esther Leting,,,,,,,,
3018,RAYS OF HOPE ,"2018,2021 - 2025",12000,5,,125000,January,6,,,2025-07-09 14:59:18.786000,Esther Leting,,,,,,,,
3019,RIRUTA UNITED WOMEN EMPOWERMENT PROGRAMME,2024,2000,,,,December,1,,,2025-07-09 15:00:58.127000,Esther Leting,,,,,,,,
3020,HOPE BEYOND INITIATIVE,2024,2000,,,,April,1,,,2025-07-09 15:02:20.079000,Esther Leting,,,,,,,,
3021,GRADATION  CENTRE ,2024,2000,,,,December,1,,,2025-07-09 15:09:18.295000,Esther Leting,,,,,,,,
3022,WATER MISSION KENYA ,2023-2024,4000,2,50000,,September,2,2,,2025-07-09 15:23:05.894000,Esther Leting,,,,,,,,
3023,ROSE SOET CHILDREN'S HOME,2024,,,,,December,1,,,2025-07-09 15:32:37.573000,Esther Leting,,,,,,,,
3024,COL'OR KENYA,2024,2000,,,,December,1,,,2025-07-11 10:26:59.800000,Esther Leting,,,,,,,,
3025,KENYA ALLIANCE FOR ADVANCEMENT OF CHILDREN,2024,,,,,,,1,,2025-07-14 09:03:52.981000,Esther Leting,,,,,,,,
3026,PRIDE ECONOMIC EMPOWERMENT PROGRAMME,2024,2000,,,,May,1,,,2025-07-14 09:06:08.950000,Esther Leting,,,,,,,,
3027,NGANGANI ACTS COMMUNITY DEVELOPMENT ,2024,2000,,,,June,1,,,2025-07-14 09:12:22.371000,Esther Leting,,,,,,,,
3028,UNGANA JISHINDE USHINDE WOMENS PROGRAM,2024,2000,,,,June,1,p,,2025-07-14 09:16:00.841000,Esther Leting,,,,,,,,
3029,GENDER EQUITY NETWORK,2024,2000,,,,December,1,,,2025-07-14 09:17:07.161000,Esther Leting,,,,,,,,
3030,BADILI GIRLS CENTRE ,2024,2000,,,,May,1,,,2025-07-14 09:18:04.289000,Esther Leting,,,,,,,,
3031,CURE INTERNATIONAL KENYA ,2024,2000,,,,May,1,1,,2025-07-14 09:22:10.600000,Esther Leting,,,,,,,,
3032,RURAL AID KENYA,2024,2000,,,,May,1,1,,2025-07-14 09:25:34.555000,Esther Leting,,,,,,,,
3033,USTAWI KENYA PROGRAM,2024,2000,,,,June,1,,,2025-07-14 09:29:33.440000,Esther Leting,,,,,,,,
3034,AGRIBUSINESS SYSTEMS INTERNATIONAL,2024,2000,,,,December,1,1,,2025-07-14 09:34:42.488000,Esther Leting,,,,,,,,
3035,CAROLINA FOR KIBERA AFRICA                                                           ,2024,,,,,,,1,,2025-07-14 09:37:45.273000,Esther Leting,,,,,,,,
3036,AL-IMDAAD FOUNDATION KENYA ,2024,2000,,,,December,1,1,,2025-07-14 09:39:27.063000,Esther Leting,,,,,,,,
3037,COMMUNITY EMPOWERMENT IN GENDER HEALTH AND ENVIRONMENT PROGRAMME,2024,2000,,,,March,1,,,2025-07-14 09:53:39.180000,Esther Leting,,,,,,,,
3038,BENEFIT MANKID KENYA ,2024,2000,,,,December,1,1,,2025-07-14 09:56:32.162000,Esther Leting,,,,,,,,
3039,COMMUNITY ASSET BUILDING &DEVELOPMENT ACTION,2024,,,,,,,1,,2025-07-14 09:59:01.266000,Esther Leting,,,,,,,,
3040,STREMGTHEN HOPE EMPOWERMENT AFRICA ,2024,2000,,,,June,,,,2025-07-15 10:54:21.757000,Esther Leting,,,,,,,,
3041,THE ASSOCIATION FOR THE PHYSICALLY DISABLED OF KENYA,2024,,,,,,,1,,2025-07-15 10:56:14.901000,Esther Leting,,,,,,,,
3042,VETERINAIRES SANS FRONTIERES -GERMANY,2024,,,,,,,1,narrative report,2025-07-15 11:02:06.321000,Esther Leting,,,,,,,,
3043,ARID LANDS DEVELOPMENT FOCUS,2024,2000,,,,December,1,p,,2025-07-15 11:04:49.662000,Esther Leting,,,,,,,,
3044,NORTHERN RELIEF ORGANIZATION ,2024,2000,,,,December,1,,,2025-07-15 11:06:11.718000,Esther Leting,,,,,,,,
3045,KYENI INTERNATIONAL ORGANIZATION ,2024,,,,,,,1,,2025-07-15 11:06:52.538000,Esther Leting,,,,,,,,
3046,RURAL OUTREACH PROGRAM,2024,2000,,,,December,1,1,,2025-07-15 11:08:34.580000,Esther Leting,,,,,,,,
3047,ADENNIL FOUNDATION ,2023-2024,4000,,,,December,2,,,2025-07-16 08:33:54.293000,Esther Leting,,,,,,,,
3048,CENTRAL RIFT COMMUNITY DEVELOPMENT PROGRAM,2024,,,,,,,1,revised Form 14 ,2025-07-16 08:39:11.168000,Esther Leting,,,,,,,,
3049,FAITH AND ACTION INTERNATIONAL,2024,,,,,December,1,,,2025-07-16 08:41:31.782000,Esther Leting,,,,,,,,
3050,SUMICH AFRICA ,2024,,,,,,,1,revised form 14,2025-07-16 08:43:47.720000,Esther Leting,,,,,,,,
3051,WINROCK INTERNATIONAL,,,,,,,,,project report,2025-07-16 08:45:59.786000,Esther Leting,,,,,,,,
3052,DREAM WORLD HEALTHCARE PROGRAMME,2024,,,,,March,1,1,,2025-07-16 08:47:02.812000,Esther Leting,,,,,,,,
3053,CENTRE FOR DOMESTIC TRAINING AND DEVELOPMENT ,,,,,,,,1,,2025-07-16 08:47:49.772000,Esther Leting,,,,,,,,
3054,SIGN OF HOPE ,2023/2024,2000,1,25000,,September,1,,draft,2025-07-16 15:10:42.633000,Esther Leting,,,,,,,,
3055,COMMUNITY ROAD EMPOWERMENT ,2024,2000,,,,March,1,1,,2025-07-17 08:56:26.351000,Esther Leting,,,,,,,,
3056,HUMANITARIAN ORGANIZATION FOR BETTER HEALTH,2024,2000,,,,February,1,,,2025-07-17 08:57:47.529000,Esther Leting,,,,,,,,
3057,MUKURU SLUMS DEVELOPMENT PROJECTS,2024,2000,,,,December,1,1,,2025-07-17 08:59:30.347000,Esther Leting,,,,,,,,
3058,POVERTY ERADICATION AND COMMUNITY EMPOWERMENT ,2024,2000,,,,March,1,,,2025-07-17 09:00:23.123000,Esther Leting,,,,,,,,
3059,ANANDA MARGA UNIVERSAL RELIEF TEAM,2024,,,,,,,1,,2025-07-17 09:02:28.207000,Esther Leting,,,,,,,,
3060,HORN OF AFRICA RESCUE COMMITTEE,,,,,,,,,waiver appeal,2025-07-17 12:43:18.039000,Esther Leting,,,,,,,,
3061,MARY MWANIKI FOUNDATION ,,,,36000,,,,,reinstatement and waiver,2025-07-18 09:41:35.261000,Esther Leting,,,,,,,,
3062,HEALTH EDUCATION INSTRUMENTAL RESOURCE ,2024,p,1,,25000,December,1,,,2025-07-18 09:44:21.773000,Esther Leting,,,,,,,,
3063,SOCIAL ECONOMIC MOBILIZATION AGENCY,2024,2000,,,,April,1,1,,2025-07-18 09:46:01.078000,Esther Leting,,,,,,,,
3064,AMAZING GRACE INTERNATIONAL,2024,2000,,,,April,1,1,,2025-07-18 09:46:44.193000,Esther Leting,,,,,,,,
3065,CENTRUM NOROVINU,2024,2000,,,,December,1,1,,2025-07-18 09:48:23.380000,Esther Leting,,,,,,,,
3066,THREE ANGELS OASIS FOUNDATION ,2024,2000,,,,December,1,,,2025-07-18 09:50:04.892000,Esther Leting,,,,,,,,
3067,NAMONI COMMUNITY DEVELOPMENT ORGANIZAION ,2024,2000,,,,December,1,P,,2025-07-18 09:52:50.349000,Esther Leting,,,,,,,,
3068,NJERI MARIA FOUNDATION ,2024,2000,,,,December,1,,,2025-07-18 09:59:14.895000,Esther Leting,,,,,,,,
3069,PEACE WINDS JAPAN,2024,                                                               ,,,,,1,1,,2025-07-18 10:06:41.432000,Esther Leting,,,,,,,,
3070,PSYCHWELL ESSENCE FOUNDATION ,2024,2000,1,,25000,December,1,1,,2025-07-18 10:10:58.699000,Esther Leting,,,,,,,,
3071,HOMA HILLS COMMUNITY DEVELOPMENT ORGANIZATION ,2024,2000,,,,,,1,,2025-07-18 10:14:01.206000,Esther Leting,,,,,,,,
3072,SAFE MOTHERHOOD CAMPAIGN,2017-2024,16000,7,,175000,December,8,,,2025-07-18 10:17:42.695000,Esther Leting,,,,,,,,
3073,COMMUNITY INITIATIVE SUPPORT SERVICES ,2024,2000,,,,December,1,1,,2025-07-18 10:20:26.972000,Esther Leting,,,,,,,,
3074,RAMBA EMPOWERMENT NETWORK INITIATIVE,2024,2000,,,,December,1,,,2025-07-18 10:30:14.351000,Esther Leting,,,,,,,,
3075,KEEPING ALIVE SOCIETIES HOPE,2024,2000,,,,December,1,1,,2025-07-18 10:30:57.075000,Esther Leting,,,,,,,,
3076,TUNZA SPORTS FOUNDATION ,2024,2000,,,,December,1,,,2025-07-18 10:58:25.232000,Esther Leting,,,,,,,,
3077,MUMIAS KIDS CENTRE ,2024,2000,,,,December,1,1,,2025-07-18 10:59:46.712000,Esther Leting,,,,,,,,
3078,BOSONGO COMMUNITY VETERINARY AND AGRICULTURAL PROJECT,2024,2000,,,,December,1,1,,2025-07-18 11:01:17.778000,Esther Leting,,,,,,,,
3079,DOLFINE KORANDO FAITH FOUNDATION ,2024,2000,,,,December,1,1,,2025-07-18 11:02:32.806000,Esther Leting,,,,,,,,
3080,CENTRE FOR RESEARCH AND INTERGRATED DEVELOPMENT ,2024,2000,,,,April,1,1,,2025-07-18 11:04:00.182000,Esther Leting,,,,,,,,
3081,ANAWEZA INC. KENYA ,2024,2000,,,,December,1,1,,2025-07-18 11:05:14.413000,Esther Leting,,,,,,,,
3082,TUMAINI MILES OF SMILES CENTRE ,2024,2000,,,,December,1,1,,2025-07-18 11:31:38.441000,Esther Leting,,,,,,,,
3083,COUNTY SPLASH DEVELOPMENT PROGRAMME,2024,2000,,,,December,1,,,2025-07-18 11:32:39.467000,Esther Leting,,,,,,,,
3084,SEMEZANA GLOBAL KENYA,2024,2000,,,,December,1,,,2025-07-18 11:36:23.524000,Esther Leting,,,,,,,,
3085,WANAWAKE WAVUVI KENYA ,2024,2000,,,,December,1,1,,2025-07-21 09:09:13.367000,Esther Leting,,,,,,,,
3086,IDEAL RESEARCH CENTRE ,2024,2000,,,,December,1,,,2025-07-21 09:11:18.419000,Esther Leting,,,,,,,,
3087,GEORGE HABIL GIRL CHILD FOUNDATION ,2024,2000,,,,December,1,,,2025-07-21 09:13:02.260000,Esther Leting,,,,,,,,
3088,TRANSFORMING AFRICA FOUDATION ,2024,2000,,,,December,1,1,,2025-07-21 09:16:09.164000,Esther Leting,,,,,,,,
3089,BUSINESS ADVAOCACY SOLUTIONS,2023-2024,4000,,,,December,2,,,2025-07-21 09:18:25.872000,Esther Leting,,,,,,,,
3090,ENDELEVU COMMUNITY DEVELOPMENT SERVICES ,2024,2000,,,,December,1,,,2025-07-21 09:19:55.331000,Esther Leting,,,,,,,,
3091,GLORY HEALTH AND NATURE ORGANIZATION ,2024,2000,,,,December,1,,,2025-07-21 09:21:35.450000,Esther Leting,,,,,,,,
3092,NOURISHING THE NATIONS KENYA ,2024,2000,,,,December,1,1,,2025-07-21 09:25:00.014000,Esther Leting,,,,,,,,
3093,INITIATIVE FOR EMPOWERMENT AND RESTORATION ,2024,2000,,,,,1,1,,2025-07-21 09:26:45.441000,Esther Leting,,,,,,,,
3094,,,,,,,,,,,2025-07-21 09:26:52.980000,Esther Leting,,,,,,,,
3095,ADIEDO HOPE PROJECT,2024,2000,,,,December,1,1,,2025-07-21 09:28:33.162000,Esther Leting,,,,,,,,
3096,HEALTH INNOVATONS KENYA ,2024,2000,,,,December,1,p,draft,2025-07-21 09:30:29.106000,Esther Leting,,,,,,,,
3097,COMPRENSIVE COMMUNITY CARE INITIATIVE,2024,2000,,,,December,1,,,2025-07-21 09:35:44.954000,Esther Leting,,,,,,,,
3098,INITIATIVE FOR SUSTAINABLE DEVELOPMENT KENYA ,2024,2000,,,,December,1,,,2025-07-21 09:36:37.469000,Esther Leting,,,,,,,,
3099,THE ELIJAH LIDONDE FOUNDATION ,2024,2000,,,,December,1,,,2025-07-21 09:37:51.848000,Esther Leting,,,,,,,,
3100,AGRICULTURE VALUE CHAIN ENVIRONMENT NUTRITION AND EDUCATION ,2024,2000,,,,December,1,1,,2025-07-21 09:39:17.196000,Esther Leting,,,,,,,,
3101,EMPOWERMENT OF DISABLED DEVELOPMENT ORGANIZATION ,2024,2000,,,,December,1,,,2025-07-21 09:40:18.970000,Esther Leting,,,,,,,,
3102,TUMAINI LA MAISHA HEALTH SERVICES,2024,2000,,,,December,1,1,,2025-07-21 09:43:12.224000,Esther Leting,,,,,,,,
3103,PARTICIPATORY RESOURCE CENTER FOR EDUCATION ,2024,2000,,,,December,1,,,2025-07-21 09:45:09.201000,Esther Leting,,,,,,,,
3104,HEART OF KENYA CHILDREN FOUNDATION ,2024,2000,,,,,1,,,2025-07-21 09:46:27.251000,Esther Leting,,,,,,,,
3105,BRIDGE A GAP KENYA ,2024,2000,,,,December,1,,,2025-07-21 09:48:01.415000,Esther Leting,,,,,,,,
3106,JAMES WERE FOUNDATION ,2024,2000,,,,December,1,,,2025-07-21 09:48:40.669000,Esther Leting,,,,,,,,
3107,POVERTY AND HEALTH INTEGRATED SOLUTIONS,2024,2000,,,,December,1,1,,2025-07-21 09:50:37.985000,Esther Leting,,,,,,,,
3108,AFYA FOR AFRICA ,2024,2000,,,,December,1,1,,2025-07-21 09:51:34.696000,Esther Leting,,,,,,,,
3109,VISION ORGANIZATION FOR SOCIAL ASSISTANCE ,2024,2000,,,,December,1,p,,2025-07-21 09:52:29.788000,Esther Leting,,,,,,,,
3110,ST. FRANCIS COMMUNITY DEVELOPMENT PROGRAMME,2024,2000,,,,December,1,,,2025-07-21 09:53:33.203000,Esther Leting,,,,,,,,
3111,FRUITS OF HOPE AND DEVELOPMENT INITIATIVE ,2024,2000,,,,February,1,,,2025-07-21 09:55:33.137000,Esther Leting,,,,,,,,
3112,TUMAINI SICKLE CELL ORGANIZATION ,2024,2000,,,,December,1,1,,2025-07-21 09:56:35.339000,Esther Leting,,,,,,,,
3113,CENTER FOR EPIDEMIOLOGY&POPULATION HEALTH RESEARCH,2024,2000,,,,December,1,,,2025-07-21 09:57:59.348000,Esther Leting,,,,,,,,
3114,SAFE HAVEN INITIATIVE DEVELOPMENT PROGRAM,2022- 2024,6000,3,,75000,June,3,,,2025-07-21 10:03:53.935000,Esther Leting,,,,,,,,
3115,PATHFINDER ,2023-2024,2000,2,,50000,June,2,2,,2025-07-21 10:06:39.336000,Esther Leting,,,,,,,,
3116,CROSS STYLE PEACE PROCLAMATION MINISTRIES ,2024,2000,,,,December,1,1,,2025-07-21 10:08:16.500000,Esther Leting,,,,,,,,
3117,KIJANA EDUCATIONAL EMPOWERMENT INITIATIVE ,2024,2000,,,,December,1,1,,2025-07-21 10:11:50.895000,Esther Leting,,,,,,,,
3118,GERMAN SPARKASSENSTIFTUNG EASTERN AFRICA - KENYA,2024,2000,1,,25000,December,1,1,,2025-07-22 09:11:06.157000,Esther Leting,,,,,,,,
3119,EDUCATION AND HEALTH FOR CHILDREN IN KENYA,2024,2000,,,,March,1,,,2025-07-22 09:13:49.217000,Esther Leting,,,,,,,,
3120,ST. ANNES REHABILITATION CENTRE ,2024,2000,1,,25000,December,1,1,,2025-07-22 09:14:52.381000,Esther Leting,,,,,,,,
3121,RANEN EDUCATIONAL AND COMMMERCIAL DEVELOPMENT  FOUNDATION ,2024,2000,,,,april,1,,,2025-07-22 09:16:58.045000,Esther Leting,,,,,,,,
3122,AFRICA PARKINSON DISEASE FOUNDATION ,2024,2000,,,,May,1,,,2025-07-22 09:19:15.996000,Esther Leting,,,,,,,,
3123,SUPPORT FOR TROPICAL INITIATIVES IN POVERTY ALLEVIATION,2024,2000,,,,December,1,1,,2025-07-22 09:20:10.507000,Esther Leting,,,,,,,,
3124,FRIENDS OF RURAL WOMEN AND CHILDREN,2024,2000,,,,December,1,1,,2025-07-22 09:21:36.667000,Esther Leting,,,,,,,,
3125,FAMILY SUPPORT INSTITUTE,2024,2000,1,,25000,December,1,p,,2025-07-22 09:23:59.568000,Esther Leting,,,,,,,,
3126,IMPACT WORLD PROGRAMS,2024,2000,,,,December,1,,,2025-07-22 09:25:06.724000,Esther Leting,,,,,,,,
3127,SUSTAINABLE ENVIRONMENT DEVELOPMENT WATCH,2024,2000,,,,December,1,1,,2025-07-22 09:27:55.308000,Esther Leting,,,,,,,,
3128,GETHSEMANE GARDEN OF HOPE FOR AFRICA ,2024,2000,,,,December,1,p,draft,2025-07-22 09:29:02.438000,Esther Leting,,,,,,,,
3129,LAST MILE4D KENYA,2022-2024,6000,2,,50000,December,3,,,2025-07-23 10:44:47.203000,Rukia Noor,,,,,,,,
3130,DEVELOPMENT ORGANIZATION FOR PEOPLE EMPOWERMENT ,2024,2000,,,,December,1,,,2025-07-23 12:08:46.999000,Esther Leting,,,,,,,,
3131,AFRICAN DREAM COLLECTION FUND,2024,2000,1,,25000,December,1,,,2025-07-23 12:11:00.891000,Esther Leting,,,,,,,,
3132,RED RHINO ORPHANAGE PROJECT,2017-2022,12000,6,150000,15000,December,6,,,2025-07-23 12:50:31.921000,Esther Leting,,,,,,,,
3133,SIMBA FOR KIDS KENYA,2024,2000,,,,December,1,1,,2025-07-23 13:02:27.075000,Esther Leting,,,,,,,,
3134,TONY COREN GATEGI PROJECT ,2024,2000,1,,25000,December,1,1,,2025-07-23 13:03:59.358000,Esther Leting,,,,,,,,
3135,FRANCIS OLE KAPARO FOUNDATION ,2024,2000,1,25000,,December,1,,,2025-07-23 13:05:41.277000,Esther Leting,,,,,,,,
3136,ABUNDANCE MISSION IN KENYA ,2024,2000,,,,December,1,,,2025-07-28 08:46:07.007000,Esther Leting,,,,,,,,
3137,SANI KENYA,2024,,,,,,,1,,2025-07-28 08:46:41.563000,Esther Leting,,,,,,,,
3138,THE GLOBAL DEVELOPMENT INCUBATORS INC,2024,,,,,,,1,amended Form 14 ,2025-07-28 08:48:19.414000,Esther Leting,,,,,,,,
3139,OVERSEAS SOCIAL SERVICES INTERNATIONAL,2024,,,,,,,1,amended Form 14,2025-07-28 08:49:26.143000,Esther Leting,,,,,,,,
3140,PROACTIVE INITIATIVE FOR FAMILY WELFARE ,2024,2000,,,,May,1,,,2025-07-28 08:50:39.034000,Esther Leting,,,,,,,,
3141,HAPPY KIDNEY (HAKI) FOUNDATION ,2024,2000,1,,25000,December,1,,,2025-07-28 08:52:06.810000,Esther Leting,,,,,,,,
3142,THE NETWORK OF AFRICAN SCIENCE ACADEMIES ,2024,,,,,,,1,,2025-07-28 08:53:46.525000,Esther Leting,,,,,,,,
3143,BEYOND THE VISION INITIATIVE,2024,2000,1,,25000,December,1,1,,2025-07-28 08:55:01.284000,Esther Leting,,,,,,,,
3144,ENVIRONMENTAL PEACE INITIATIVE,2024,2000,,,,June,1,,,2025-07-28 08:55:57.005000,Esther Leting,,,,,,,,
3145,INVESTING IN CHILDREN AND THEIR SOCIETIES ,2019-2033,,,,,,,5,,2025-07-28 14:20:02.658000,Esther Leting,,,,,,,,
3146,INDIGENOUS STRATEGY AND INSTITUTION FOR DEVELOPMENT ,2024,2000,1,,25000,December,1,1,,2025-07-30 12:52:39.295000,Esther Leting,,,,,,,,
3147,THE OUTSTRETCHED ARMS HAVEN ,2024,2000,,,,June,1,,,2025-07-30 13:11:01.975000,Esther Leting,,,,,,,,
3148,SAVE THE FAMILY FOUNDATION,2017-2024,16000,,,200000,December,,,,2025-07-30 13:21:12.553000,Esther Leting,,,,,,,,
3149,YOUNG AFRICAN WOMEN INITIATIVES ,2013-2024,24000,12,,300000,December,13,,waiver request,2025-07-31 09:35:58.335000,Esther Leting,,,,,,,,
3150,THE LIFEWATER KENYA,2020-2024,10000,,,,,,,,2025-07-31 09:52:04.481000,Esther Leting,,,,,,,,
3151,MOUNT KENYA WILDLIFE CONSERVANCY,2024,,,,,,,1,,2025-07-31 09:53:33.427000,Esther Leting,,,,,,,,
3152,SAFE MOTHERHOOD COMPAIGN ,,,,50000,,,,,waiver ,2025-07-31 10:40:50.821000,Esther Leting,,,,,,,,
3153,PARTNERS IN CHILDREN AND FAMILY SUPPORT ORGANIZATION ,2024,2000,,,,December,1,1,,2025-07-31 10:43:36.111000,Esther Leting,,,,,,,,
3154,LOCAL INITIATIVES DEVELOPMENT AGENCY,2024,2000,,,,April,1,,,2025-07-31 11:15:36.227000,Esther Leting,,,,,,,,
3155,SAFARI OF HOPE SUB-SAHARA FOUNDATION ,2024,2000,,,,December,1,1,,2025-07-31 11:25:39.753000,Esther Leting,,,,,,,,
3156,SAFARI OF HOPE SUB-SAHARA FOUNDATION ,2024,2000,1,,25000,December,1,1,,2025-07-31 11:27:37.491000,Esther Leting,,,,,,,,
3157,EMPOWERMENT GALORE FOR DEVELOPMENT,2024,2000,,,,June,1,,,2025-07-31 11:28:45.520000,Esther Leting,,,,,,,,
3158,VETWORKS EASTERN AFRICA ,2024,2000,1,,25000,December,1,,,2025-07-31 11:32:25.747000,Esther Leting,,,,,,,,
3159,SENSE INTERNATIONAL,2024,,,,,,,1,,2025-08-01 08:28:50.861000,Esther Leting,,,,,,,,
3160,ACROSS THE WORLD YOUTH VENTURE,2016-2024,18000,9,,225000,December,9,,waiver request,2025-08-01 08:31:08.188000,Esther Leting,,,,,,,,
3161,AMANI COUNSELLING CENTRE AND TRAINING INSTITUTE,2024,2000,,,,April,1,p,draft and project report,2025-08-01 08:32:15.551000,Esther Leting,,,,,,,,
3162,SOCIAL EMPOWERMENT PROMOTIONAL PROGRAMME,2024,2000,,,,April,1,1,,2025-08-01 08:33:55.637000,Esther Leting,,,,,,,,
3163,AFRICA CENTRE FOR PEOPLE INSTITUTIONS AND SOCIETY,2015-2024,20000,10,250000,0,December,10,8,REINSTATEMENT,2025-08-08 12:16:32.642000,Stephen Monyoncho,,,,,,,,
3164,SURMOUNT EDUCATE EMPOWER DIFNIFY,2024,,,,,,,1,,2025-08-11 10:17:25.683000,Esther Leting,,,,,,,,
3165,FRIENDS OF THE DISABLED FOUNDATION ,2024,2000,,,,April,1,,,2025-08-11 10:18:35.108000,Esther Leting,,,,,,,,
3166,CENTRE FOR PUBLIC HEALTH & DEVELOPMENT ,2024,2000,1,,25000,December,1,1,,2025-08-11 09:12:21.011000,Esther Leting,,,,,,,,
3167,LIBERTY IN ACTION KENYA ,2024,2000,,,,December,1,,,2025-08-11 10:20:31.870000,Esther Leting,,,,,,,,
3168,PSYCHOSOCIAL SOLUTIONS,2024,2000,,,,May,1,,,2025-08-11 10:21:51.649000,Esther Leting,,,,,,,,
3169,HUMANITARIAN INTERNATIONAL VOLUNTARY ASSOCATION ,2024,2000,,,,June,1,1,,2025-08-11 11:43:49.730000,Esther Leting,,,,,,,,
3170, INTERFUND RESPONSE (IR),2015-2025,22000,10,250000,,June,11,,WAIVER REQUEST,2025-08-11 11:48:22.445000,Esther Leting,,,,,,,,
3171,HOPE KWA VIJANA MTAANI PROJECT,,,,,,,,,NARRATIVE REPORT,2025-08-11 11:50:49.139000,Esther Leting,,,,,,,,
3172,VISION CHANGERS KENYA ,2024,2000,,,,June,1,1,,2025-08-11 11:52:07.034000,Esther Leting,,,,,,,,
3173,SOTENI KENYA ,2024,2000,,,,March ,1,1,,2025-08-11 12:02:30.414000,Esther Leting,,,,,,,,
3174,TOUCH AND TRANSFORM LIFE FOUNDATION,2024,2000,,,,June,1,,,2025-08-11 12:25:46.298000,Esther Leting,,,,,,,,
3175,CHRISTIAN AID ,2024,,,,,,,1,,2025-08-11 14:08:36.471000,Esther Leting,,,,,,,,
3176,REFUGEE CONSORTIUM OF KENYA ,201220222024,,,125000,,,,3,,2025-08-12 09:39:14.054000,Esther Leting,,,,,,,,
3177,NEHEMIAH'S RESTORATION ORGANIZATION ,2019-2023 ,,,,,,,,amended Form 14,2025-08-12 09:42:12.573000,Esther Leting,,,,,,,,
3178,RURALL URBAN PEOPLE EMPOWERMENT PROGRAMME,2024,2000,,,,June,1,,,2025-08-12 09:44:35.404000,Esther Leting,,,,,,,,
3179,SUSTAINABLE DEVELOPMENT FORUM ,2024,2000,,,,June,1,,,2025-08-14 09:12:41.454000,Esther Leting,,,,,,,,
3180,CENTRUM NAROVINU,2024,,,,,December,,1,,2025-08-14 09:30:23.406000,Esther Leting,,,,,,,,
3181,TEN TWENTY INTERNATIONAL,2024,2000,1,,25000,December,1,,,2025-08-14 10:33:37.778000,Esther Leting,,,,,,,,
3182,SYCAMORE INTERNATIONAL ACADEMIC & MATERIAL SUPPORT CENTRE ,2024,2000,,,,June,1,,,2025-08-14 12:59:58.190000,Esther Leting,,,,,,,,
3183,AFRICAN INSTITUTE FOR HEALTH AND DEVELOPMENT ,2024,,,,,,,1,,2025-08-14 13:01:48.750000,Esther Leting,,,,,,,,
3184,ACTION FOR CLIMATE RESILENT SOLUTIONS,2024,2000,1,,25000,December,1,,,2025-08-14 16:30:58.695000,Esther Leting,,,,,,,,
3185,HORN OF AFRICA INSTITUTE,2022-2024,,,,,,,,amended returns ,2025-08-18 10:56:35.685000,Esther Leting,,,,,,,,
3186,IDEA COLLEGE ,2024,2000,,,,June,1,,,2025-08-18 10:57:39.725000,Esther Leting,,,,,,,,
3187,KENYA CHINA CHAMBER OF COMMERCE,2024,2000,1,,25000,December,1,,,2025-08-18 10:59:19.594000,Esther Leting,,,,,,,,
3188,NYAMULU AFRICA FOUNDATION ,2024,2000,,,,May,1,,,2025-08-18 11:00:19.400000,Esther Leting,,,,,,,,
3189,ALLIANCE FOR LOCAL COMMUNITIES IN HARDSHIP AREAS,2020-2024,10000,5,125000,,June,5,1,,2025-08-19 08:59:03.572000,Esther Leting,,,,,,,,
